Employee #,First Name,Preferred Name,Last Name,First Name Last Name,Job Title,Department,Division,Reporting to,Hire Date,Work Email,Birth Date,Gender,Employment Status,City,State,Zip Code,Compensation: Date,Pay rate,Time Type,Exempt,Pay Schedule,Termination Date,Radford Level,Bonus Type,Bonus Amount,EEID
EMP00567,Ivy,,Martin,Ivy Martin,Operations Manager,Corporate Strategy,Operations,EMP00014,2025-10-19,ivy.martin@theguild.com,1980-08-13,,Active,San Francisco,CA,94101,2026-01-01,155008,Hourly,Exempt,Monthly,,M1,Commission,31001,EEID00567
EMP00568,Jade,,Rodriguez,Jade Rodriguez,Senior Engineering Manager,IT,Engineering & Technology,EMP00008,2024-01-06,jade.rodriguez@theguild.com,2000-06-24,Male,Terminated,Chicago,IL,60601,2026-01-01,172487,Salary,Exempt,Monthly,2024-05-02,M2,Annual Bonus,17248,EEID00568
EMP00569,Kayla,,Stewart,Kayla Stewart,Senior Engineering Manager,DevOps & Infrastructure,Engineering & Technology,EMP00008,2023-05-15,kayla.stewart@theguild.com,1980-06-28,Male,Active,Chicago,IL,60601,2026-01-01,152865,Salary,Exempt,Bi-Weekly,,M2,Commission,30573,EEID00569
EMP00570,Jake,,Wright,Jake Wright,Senior Product Manager,Product Operations,Product,EMP00362,2023-08-25,jake.wright@theguild.com,1979-09-07,Male,Active,Salt Lake City,UT,84101,2026-01-01,124838,Salary,Exempt,Bi-Weekly,,P3,Annual Bonus,18725,EEID00570
EMP00571,Owen,,Turner,Owen Turner,Customer Success Manager,Professional Services,Customer Success,EMP00564,2022-12-09,owen.turner@theguild.com,1995-05-10,Male,Active,Atlanta,GA,30301,2026-01-01,99984,Salary,Exempt,Bi-Weekly,,P2,No Bonus,0,EEID00571
EMP00572,Violet,,Morris,Violet Morris,Staff Software Engineer,Data Engineering,Engineering & Technology,EMP00282,2022-12-24,violet.morris@theguild.com,1976-12-28,Female,Active,Dallas,TX,75201,2026-01-01,138913,Hourly,Exempt,Monthly,,P4,Commission,27782,EEID00572
EMP00573,Noah,,Lopez,Noah Lopez,Senior Financial Analyst,Payroll,G&A,EMP00011,2022-11-13,noah.lopez@theguild.com,1994-03-06,Male,Terminated,Portland,OR,97201,2026-01-01,127793,Salary,Exempt,Monthly,2024-11-19,P3,Annual Bonus,19168,EEID00573
EMP00574,Jade,,Harris,Jade Harris,HRBP Lead,Facilities & Admin,G&A,EMP00568,2020-09-02,jade.harris@theguild.com,1980-11-30,Male,Active,Portland,OR,97201,2026-01-01,182134,Salary,Exempt,Twice a Month,,P4,Commission,54640,EEID00574
EMP00575,Olivia,,Garcia,Olivia Garcia,Staff Product Manager,UX Research,Product,EMP00271,2025-05-30,olivia.garcia@theguild.com,1989-05-26,Non-Binary,Active,Boise,ID,83701,2026-01-01,158704,Salary,Exempt,Monthly,,P4,Annual Bonus,23805,EEID00575
EMP00576,Kai,,Robinson,Kai Robinson,Engineering Manager,IT,Engineering & Technology,EMP00008,2021-07-10,kai.robinson@theguild.com,1977-11-15,,Active,San Jose,CA,95101,2026-01-01,161795,Salary,Exempt,Bi-Weekly,,M1,Commission,48538,EEID00576
EMP00577,Hannah,,Evans,Hannah Evans,Operations Manager,Data Analytics & Insights,Operations,EMP00171,2020-01-25,hannah.evans@theguild.com,1997-09-24,,Active,Boise,ID,83701,2026-01-01,176309,Salary,Exempt,Bi-Weekly,,P4,Annual Bonus,5289,EEID00577
EMP00578,Riley,,Scott,Riley Scott,Senior HR Manager,Talent Acquisition,G&A,EMP00013,2023-09-08,riley.scott@theguild.com,1994-11-28,Male,Active,San Jose,CA,95101,2026-01-01,194458,Salary,Exempt,Bi-Weekly,,M2,Annual Bonus,5833,EEID00578
EMP00579,Tyler,,Wilson,Tyler Wilson,Enterprise Account Executive,Revenue Operations,Sales & Revenue,EMP00151,2022-03-15,tyler.wilson@theguild.com,1996-02-11,Non-Binary,Active,Boise,ID,83701,2026-01-01,153552,Salary,Exempt,Bi-Weekly,,P4,Commission,46065,EEID00579
EMP00580,Ryan,,White,Ryan White,Junior Software Engineer,Data Engineering,Engineering & Technology,EMP00341,2025-05-15,ryan.white@theguild.com,1981-09-24,,Active,Boulder,CO,80301,2026-01-01,81477,Salary,Exempt,Twice a Month,,P1,Commission,8147,EEID00580
EMP00581,Sarah,,Morgan,Sarah Morgan,Associate Product Manager,Product Operations,Product,EMP00521,2020-09-22,sarah.morgan@theguild.com,1991-03-28,Female,Active,Los Angeles,CA,90001,2026-01-01,76600,Salary,Exempt,Bi-Weekly,,P1,Annual Bonus,6128,EEID00581
EMP00582,Nate,,Campbell,Nate Campbell,Staff Software Engineer,Security,Engineering & Technology,EMP00567,2020-07-30,nate.campbell@theguild.com,2000-07-16,Female,Active,Atlanta,GA,30301,2026-01-01,158067,Hourly,Exempt,Bi-Weekly,,P4,Commission,31613,EEID00582
EMP00583,Owen,,Mitchell,Owen Mitchell,Senior CS Manager,Renewals,Customer Success,EMP00012,2020-03-22,owen.mitchell@theguild.com,1983-01-26,,Active,Phoenix,AZ,85001,2026-01-01,170568,Salary,Exempt,Twice a Month,,M2,No Bonus,0,EEID00583
EMP00584,Lauren,,Davis,Lauren Davis,Associate Director of Marketing,Marketing Operations,Marketing,EMP00408,2022-05-09,lauren.davis@theguild.com,1993-12-11,Non-Binary,Active,Boston,MA,02101,2026-01-01,137233,Salary,Exempt,Bi-Weekly,,P4,Commission,41169,EEID00584
EMP00585,Nora,,Roberts,Nora Roberts,Customer Success Associate,Customer Support,Customer Success,EMP00088,2023-01-17,nora.roberts@theguild.com,1994-07-18,Non-Binary,Part Time,San Jose,CA,95101,2026-01-01,74381,Salary,Non-Exempt,Twice a Month,,P1,Commission,22314,EEID00585
EMP00586,Amanda,,Phillips,Amanda Phillips,Associate Product Manager,Product Management,Product,EMP00342,2021-10-29,amanda.phillips@theguild.com,1977-03-02,,Active,Boulder,CO,80301,2026-01-01,67431,Salary,Exempt,Bi-Weekly,,P1,Annual Bonus,6743,EEID00586
EMP00587,Ella,,Harris,Ella Harris,Sales Development Representative,SMB Sales,Sales & Revenue,EMP00282,2019-05-01,ella.harris@theguild.com,1987-11-30,Non-Binary,Active,Boise,ID,83701,2026-01-01,72011,Salary,Exempt,Bi-Weekly,,P1,Annual Bonus,3600,EEID00587
EMP00588,Kai,,Anderson,Kai Anderson,Senior Product Manager,UX Research,Product,EMP00282,2024-01-21,kai.anderson@theguild.com,1999-02-17,Female,Active,Denver,CO,80201,2026-01-01,148675,Salary,Exempt,Monthly,,P3,Commission,14867,EEID00588
EMP00589,Cole,,Morris,Cole Morris,Senior Operations Analyst,Business Operations,Operations,EMP00134,2023-07-14,cole.morris@theguild.com,1986-10-19,Male,Active,Salt Lake City,UT,84101,2026-01-01,139137,Salary,Exempt,Monthly,,P3,Commission,27827,EEID00589
EMP00590,Olivia,,Phillips,Olivia Phillips,Finance Associate,Legal,G&A,EMP00342,2025-09-18,olivia.phillips@theguild.com,1989-02-13,Male,Active,Los Angeles,CA,90001,2026-01-01,57436,Salary,Non-Exempt,Monthly,,P1,No Bonus,0,EEID00590
EMP00591,David,,Morgan,David Morgan,Finance Associate,Procurement,G&A,EMP00578,2020-02-06,david.morgan@theguild.com,1997-04-13,Non-Binary,Active,Chicago,IL,60601,2026-01-01,59485,Salary,Non-Exempt,Twice a Month,,P1,Annual Bonus,5948,EEID00591
EMP00592,Megan,,Baker,Megan Baker,Software Engineer,Architecture,Engineering & Technology,EMP00445,2020-12-13,megan.baker@theguild.com,1992-01-22,Female,Active,Denver,CO,80201,2026-01-01,84408,Salary,Exempt,Twice a Month,,P2,No Bonus,0,EEID00592
EMP00593,Ivy,,King,Ivy King,HR Generalist,People & HR,G&A,EMP00445,2019-04-06,ivy.king@theguild.com,1987-11-20,,Active,Dallas,TX,75201,2026-01-01,111788,Salary,Non-Exempt,Bi-Weekly,,P2,Annual Bonus,5589,EEID00593
EMP00594,Ella,,Thomas,Ella Thomas,Senior HR Manager,Payroll,G&A,EMP00013,2025-09-15,ella.thomas@theguild.com,1985-07-14,Male,Active,New York,NY,10001,2026-01-01,157440,Hourly,Exempt,Twice a Month,,M2,Commission,31488,EEID00594
EMP00595,Sam,,Allen,Sam Allen,Senior Ops Manager,Product Operations,Product,EMP00009,2023-06-12,sam.allen@theguild.com,1984-10-27,Non-Binary,Active,Phoenix,AZ,85001,2026-01-01,176950,Hourly,Exempt,Bi-Weekly,,M2,Annual Bonus,14156,EEID00595
EMP00596,Aria,,Lewis,Aria Lewis,Marketing Specialist,Product Marketing,Marketing,EMP00134,2021-09-27,aria.lewis@theguild.com,1990-10-27,Male,Active,San Francisco,CA,94101,2026-01-01,101606,Salary,Non-Exempt,Monthly,,P2,No Bonus,0,EEID00596
EMP00597,Wren,,Wilson,Wren Wilson,Enterprise Account Executive,Sales Development,Sales & Revenue,EMP00363,2023-11-27,wren.wilson@theguild.com,1979-08-07,,Active,Denver,CO,80201,2026-01-01,145577,Salary,Exempt,Monthly,,P4,Annual Bonus,4367,EEID00597
EMP00598,Riley,,Hernandez,Riley Hernandez,Sales Manager,Sales Operations,Sales & Revenue,EMP00010,2021-01-10,riley.hernandez@theguild.com,1978-10-23,Male,Active,Dallas,TX,75201,2026-01-01,169146,Hourly,Exempt,Bi-Weekly,,M1,No Bonus,0,EEID00598
EMP00599,Finn,,Phillips,Finn Phillips,Finance Manager,Payroll,G&A,EMP00013,2018-04-06,finn.phillips@theguild.com,1988-07-21,Non-Binary,Active,Boise,ID,83701,2026-01-01,158547,Salary,Exempt,Bi-Weekly,,M1,Commission,47564,EEID00599
EMP00600,Megan,,Miller,Megan Miller,Enterprise Account Executive,Account Management,Sales & Revenue,EMP00567,2022-06-01,megan.miller@theguild.com,1991-09-20,Male,Active,Salt Lake City,UT,84101,2026-01-01,161629,Salary,Exempt,Twice a Month,,P4,Annual Bonus,16162,EEID00600
EMP00601,Jason,,Torres,Jason Torres,Staff Software Engineer,Platform Engineering,Engineering & Technology,EMP00088,2019-11-25,jason.torres@theguild.com,1984-04-25,,Active,Los Angeles,CA,90001,2026-01-01,171906,Salary,Exempt,Monthly,,P4,Annual Bonus,25785,EEID00601
EMP00602,Michael,,Martinez,Michael Martinez,Marketing Specialist,Corporate Communications,Marketing,EMP00384,2024-05-04,michael.martinez@theguild.com,1993-03-27,Male,Active,Los Angeles,CA,90001,2026-01-01,96516,Salary,Exempt,Bi-Weekly,,P2,No Bonus,0,EEID00602
EMP00603,Brian,,Parker,Brian Parker,Senior Customer Success Manager,Professional Services,Customer Success,EMP00439,2018-11-14,brian.parker@theguild.com,1991-11-08,Female,Active,Austin,TX,73301,2026-01-01,135236,Salary,Exempt,Twice a Month,,P3,No Bonus,0,EEID00603
EMP00604,Ryan,,King,Ryan King,Finance Manager,Legal,G&A,EMP00467,2024-02-19,ryan.king@theguild.com,1993-10-03,,Active,Boulder,CO,80301,2026-01-01,162799,Hourly,Exempt,Bi-Weekly,,P4,No Bonus,0,EEID00604
EMP00605,Emma,,Davis,Emma Davis,Senior Marketing Manager,Marketing Operations,Marketing,EMP00162,2020-10-26,emma.davis@theguild.com,1996-03-06,,Active,Boulder,CO,80301,2026-01-01,141949,Salary,Exempt,Bi-Weekly,,P3,Commission,42584,EEID00605
EMP00606,Luke,,Morgan,Luke Morgan,Finance Manager,People & HR,G&A,EMP00171,2020-02-08,luke.morgan@theguild.com,1983-12-09,Male,Active,Austin,TX,73301,2026-01-01,162282,Salary,Exempt,Bi-Weekly,,P4,No Bonus,0,EEID00606
EMP00607,Luke,,Miller,Luke Miller,Junior Software Engineer,IT,Engineering & Technology,EMP00245,2021-06-06,luke.miller@theguild.com,1991-06-23,,Active,San Francisco,CA,94101,2026-01-01,73322,Salary,Non-Exempt,Bi-Weekly,,P1,Commission,21996,EEID00607
EMP00608,Sage,,Wright,Sage Wright,Finance Manager,Talent Acquisition,G&A,EMP00013,2025-03-26,sage.wright@theguild.com,1992-03-06,Non-Binary,Active,Provo,UT,84601,2026-01-01,134184,Salary,Exempt,Bi-Weekly,,M1,Commission,40255,EEID00608
EMP00609,Skyler,,Carter,Skyler Carter,Marketing Specialist,Product Marketing,Marketing,EMP00151,2022-12-06,skyler.carter@theguild.com,1994-01-30,,Active,San Francisco,CA,94101,2026-01-01,89600,Salary,Exempt,Monthly,,P2,Annual Bonus,13440,EEID00609
EMP00610,Will,,Allen,Will Allen,Operations Manager,Business Operations,Operations,EMP00437,2019-11-12,will.allen@theguild.com,1987-06-17,Female,Active,Boulder,CO,80301,2026-01-01,181284,Salary,Exempt,Monthly,,P4,Commission,18128,EEID00610
EMP00611,Sage,,Lewis,Sage Lewis,Associate Director of Marketing,Marketing Operations,Marketing,EMP00362,2020-02-22,sage.lewis@theguild.com,1992-02-27,Non-Binary,Active,Atlanta,GA,30301,2026-01-01,136657,Hourly,Exempt,Bi-Weekly,,P4,Commission,40997,EEID00611
EMP00612,Jordan,,Gonzalez,Jordan Gonzalez,Marketing Coordinator,Events & Community,Marketing,EMP00363,2023-05-15,jordan.gonzalez@theguild.com,1992-11-12,Male,Terminated,San Francisco,CA,94101,2026-01-01,58083,Salary,Exempt,Bi-Weekly,2025-10-26,P1,No Bonus,0,EEID00612
EMP00613,Olivia,,Baker,Olivia Baker,Staff Software Engineer,Software Engineering,Engineering & Technology,EMP00437,2024-11-15,olivia.baker@theguild.com,1981-11-14,Female,Active,Lehi,UT,84043,2026-01-01,146388,Salary,Exempt,Monthly,,P4,Annual Bonus,4391,EEID00613
EMP00614,Michael,,Clark,Michael Clark,Operations Manager,Business Operations,Operations,EMP00014,2021-07-20,michael.clark@theguild.com,1982-08-04,Non-Binary,Leave of Absence,Denver,CO,80201,2026-01-01,155657,Salary,Exempt,Bi-Weekly,,M1,No Bonus,0,EEID00614
EMP00615,Nora,,Clark,Nora Clark,Operations Manager,Business Operations,Operations,EMP00014,2021-06-28,nora.clark@theguild.com,1987-04-13,Non-Binary,Active,Boise,ID,83701,2026-01-01,131310,Salary,Exempt,Twice a Month,,M1,Annual Bonus,3939,EEID00615
EMP00616,Mia,,Robinson,Mia Robinson,Senior CS Manager,Renewals,Customer Success,EMP00012,2020-06-09,mia.robinson@theguild.com,1991-10-20,,Active,Boston,MA,02101,2026-01-01,155935,Salary,Exempt,Monthly,,M2,Annual Bonus,4678,EEID00616
EMP00617,Kayla,,Martin,Kayla Martin,Operations Analyst,Corporate Strategy,Operations,EMP00289,2020-03-27,kayla.martin@theguild.com,1982-12-11,Non-Binary,Active,New York,NY,10001,2026-01-01,104858,Salary,Non-Exempt,Bi-Weekly,,P2,Annual Bonus,8388,EEID00617
EMP00618,Kai,,Taylor,Kai Taylor,Senior Software Engineer,IT,Engineering & Technology,EMP00415,2024-05-18,kai.taylor@theguild.com,1984-06-13,,Active,Boston,MA,02101,2026-01-01,139278,Salary,Exempt,Twice a Month,,P3,Annual Bonus,20891,EEID00618
EMP00619,Ben,,Wilson,Ben Wilson,Sales Manager,Sales Operations,Sales & Revenue,EMP00010,2024-07-31,ben.wilson@theguild.com,1989-06-27,Non-Binary,Active,Seattle,WA,98101,2026-01-01,150650,Salary,Exempt,Twice a Month,,M1,Annual Bonus,15065,EEID00619
EMP00620,Peyton,,Cook,Peyton Cook,Senior Software Engineer,AI & Machine Learning,Engineering & Technology,EMP00437,2023-03-28,peyton.cook@theguild.com,1999-07-12,Female,Active,Seattle,WA,98101,2026-01-01,132617,Salary,Exempt,Bi-Weekly,,P3,Annual Bonus,6630,EEID00620
EMP00621,Kai,,Collins,Kai Collins,CS Team Lead,Professional Services,Customer Success,EMP00257,2022-07-02,kai.collins@theguild.com,1988-06-19,Male,Active,Boise,ID,83701,2026-01-01,150963,Salary,Exempt,Twice a Month,,P4,No Bonus,0,EEID00621
EMP00622,Finn,,Miller,Finn Miller,Associate Director of Marketing,Sales Enablement,Marketing,EMP00162,2018-08-09,finn.miller@theguild.com,1979-01-21,Non-Binary,Terminated,Boulder,CO,80301,2026-01-01,168567,Salary,Exempt,Bi-Weekly,2026-05-07,P4,Annual Bonus,13485,EEID00622
EMP00623,Dylan,,Robinson,Dylan Robinson,Marketing Specialist,Content Marketing,Marketing,EMP00334,2020-09-29,dylan.robinson@theguild.com,1981-11-30,Non-Binary,Active,Chicago,IL,60601,2026-01-01,99744,Salary,Non-Exempt,Monthly,,P2,No Bonus,0,EEID00623
EMP00624,Ivy,,Hernandez,Ivy Hernandez,Enterprise Account Executive,Mid-Market Sales,Sales & Revenue,EMP00366,2019-07-01,ivy.hernandez@theguild.com,1992-12-08,Non-Binary,Active,Chicago,IL,60601,2026-01-01,178806,Salary,Exempt,Twice a Month,,P4,Annual Bonus,14304,EEID00624
EMP00625,Miles,,Green,Miles Green,Marketing Coordinator,Brand Marketing,Marketing,EMP00250,2020-07-31,miles.green@theguild.com,1981-03-12,,Active,Los Angeles,CA,90001,2026-01-01,80160,Salary,Non-Exempt,Monthly,,P1,No Bonus,0,EEID00625
EMP00626,Riley,,Wilson,Riley Wilson,Senior Sales Manager,Channel & Partnerships,Sales & Revenue,EMP00010,2019-11-01,riley.wilson@theguild.com,1992-11-11,Male,Active,Raleigh,NC,27601,2026-01-01,159879,Salary,Exempt,Bi-Weekly,,M2,Commission,15987,EEID00626
EMP00627,Michael,,Thompson,Michael Thompson,Finance Manager,Legal,G&A,EMP00134,2025-07-08,michael.thompson@theguild.com,1993-01-07,,Active,Dallas,TX,75201,2026-01-01,155907,Hourly,Exempt,Monthly,,P4,Commission,46772,EEID00627
EMP00628,Will,,Ramirez,Will Ramirez,Enterprise Account Executive,Mid-Market Sales,Sales & Revenue,EMP00344,2022-04-20,will.ramirez@theguild.com,1978-08-03,Female,Active,Atlanta,GA,30301,2026-01-01,181663,Salary,Exempt,Bi-Weekly,,P4,Commission,54498,EEID00628
EMP00629,Mia,,Morgan,Mia Morgan,HRBP Lead,Facilities & Admin,G&A,EMP00289,2025-09-12,mia.morgan@theguild.com,1991-07-26,Non-Binary,Active,Raleigh,NC,27601,2026-01-01,165458,Hourly,Exempt,Bi-Weekly,,P4,Annual Bonus,24818,EEID00629
EMP00630,Mia,,Mitchell,Mia Mitchell,Account Executive,Enterprise Sales,Sales & Revenue,EMP00010,2018-05-30,mia.mitchell@theguild.com,1998-10-31,,Active,Salt Lake City,UT,84101,2026-01-01,107332,Salary,Exempt,Bi-Weekly,,P2,No Bonus,0,EEID00630
EMP00631,Andrew,,Garcia,Andrew Garcia,CS Manager,Customer Success Management,Customer Success,EMP00012,2021-08-30,andrew.garcia@theguild.com,1991-09-21,Male,Contractor,Boise,ID,83701,2026-01-01,138002,Salary,Exempt,Twice a Month,,M1,Annual Bonus,4140,EEID00631
EMP00632,Drew,,Phillips,Drew Phillips,HR Coordinator,Legal,G&A,EMP00306,2020-02-24,drew.phillips@theguild.com,2000-08-10,Non-Binary,Active,San Francisco,CA,94101,2026-01-01,79551,Salary,Non-Exempt,Monthly,,P1,Commission,7955,EEID00632
EMP00633,Skyler,,Allen,Skyler Allen,Customer Success Associate,Customer Support,Customer Success,EMP00408,2021-01-21,skyler.allen@theguild.com,1975-03-24,,Active,Boston,MA,02101,2026-01-01,62051,Salary,Exempt,Twice a Month,,P1,Annual Bonus,4964,EEID00633
EMP00634,Morgan,,Edwards,Morgan Edwards,Associate Director of Marketing,Content Marketing,Marketing,EMP00245,2025-12-26,morgan.edwards@theguild.com,1995-08-31,,Active,Los Angeles,CA,90001,2026-01-01,149504,Salary,Exempt,Monthly,,P4,Commission,29900,EEID00634
EMP00635,June,,Harris,June Harris,Senior Marketing Manager,Demand Generation,Marketing,EMP00429,2022-05-17,june.harris@theguild.com,1986-06-21,,Active,Raleigh,NC,27601,2026-01-01,114946,Salary,Exempt,Bi-Weekly,,P3,No Bonus,0,EEID00635
EMP00636,Bryn,,Garcia,Bryn Garcia,Senior Financial Analyst,Compliance,G&A,EMP00363,2025-01-03,bryn.garcia@theguild.com,1982-06-24,Non-Binary,Active,Los Angeles,CA,90001,2026-01-01,139707,Hourly,Exempt,Twice a Month,,P3,Annual Bonus,6985,EEID00636
EMP00637,Luna,,Parker,Luna Parker,Staff Software Engineer,Data Engineering,Engineering & Technology,EMP00134,2019-03-30,luna.parker@theguild.com,2000-08-08,Non-Binary,Active,Seattle,WA,98101,2026-01-01,170231,Salary,Exempt,Twice a Month,,P4,Annual Bonus,8511,EEID00637
EMP00638,Ryan,,Evans,Ryan Evans,Senior Operations Analyst,FP&A,Operations,EMP00282,2023-12-22,ryan.evans@theguild.com,1992-08-04,Female,Active,Atlanta,GA,30301,2026-01-01,144272,Salary,Exempt,Bi-Weekly,,P3,Commission,43281,EEID00638
EMP00639,Violet,,Parker,Violet Parker,Associate Director of Marketing,Marketing Operations,Marketing,EMP00289,2019-02-07,violet.parker@theguild.com,1992-03-12,,Active,Los Angeles,CA,90001,2026-01-01,161217,Hourly,Exempt,Bi-Weekly,,P4,No Bonus,0,EEID00639
EMP00640,Owen,,Gonzalez,Owen Gonzalez,Financial Analyst,Finance,G&A,EMP00342,2025-05-03,owen.gonzalez@theguild.com,1992-06-18,Female,Active,Boston,MA,02101,2026-01-01,81496,Hourly,Exempt,Bi-Weekly,,P2,Annual Bonus,12224,EEID00640
EMP00641,Ezra,,White,Ezra White,HR Generalist,Talent Acquisition,G&A,EMP00024,2024-10-06,ezra.white@theguild.com,1994-11-25,Female,Terminated,Provo,UT,84601,2026-01-01,99200,Hourly,Non-Exempt,Bi-Weekly,2024-02-28,P2,No Bonus,0,EEID00641
EMP00642,Hazel,,Allen,Hazel Allen,Senior Financial Analyst,Legal,G&A,EMP00024,2022-09-05,hazel.allen@theguild.com,1986-08-31,Male,Active,San Jose,CA,95101,2026-01-01,135291,Hourly,Exempt,Twice a Month,,P3,Commission,13529,EEID00642
EMP00643,Kai,,Walker,Kai Walker,Operations Manager,Business Operations,Operations,EMP00496,2020-12-11,kai.walker@theguild.com,1980-01-06,Female,Active,Minneapolis,MN,55401,2026-01-01,161177,Hourly,Exempt,Monthly,,P4,Annual Bonus,8058,EEID00643
EMP00644,Owen,,Carter,Owen Carter,Enterprise Account Executive,SMB Sales,Sales & Revenue,EMP00344,2021-11-03,owen.carter@theguild.com,1988-03-31,,Active,Austin,TX,73301,2026-01-01,141365,Hourly,Exempt,Twice a Month,,P4,Annual Bonus,11309,EEID00644
EMP00645,Aurora,,Roberts,Aurora Roberts,Account Executive,Sales Operations,Sales & Revenue,EMP00245,2021-06-02,aurora.roberts@theguild.com,1996-04-27,,Terminated,Atlanta,GA,30301,2026-01-01,81700,Salary,Non-Exempt,Bi-Weekly,2026-02-28,P2,Commission,24510,EEID00645
EMP00646,Stephanie,,Campbell,Stephanie Campbell,Senior Ops Manager,Corporate Strategy,Operations,EMP00014,2020-11-28,stephanie.campbell@theguild.com,1991-05-03,,Active,Denver,CO,80201,2026-01-01,191730,Salary,Exempt,Bi-Weekly,,M2,Commission,19173,EEID00646
EMP00647,Emerson,,Cook,Emerson Cook,Senior Product Manager,UX Research,Product,EMP00614,2018-02-28,emerson.cook@theguild.com,1977-11-26,Non-Binary,Active,Boulder,CO,80301,2026-01-01,136801,Hourly,Exempt,Bi-Weekly,,P3,Commission,27360,EEID00647
EMP00648,Aria,,Wilson,Aria Wilson,Associate Product Manager,Product Design,Product,EMP00416,2018-05-15,aria.wilson@theguild.com,1992-11-15,Male,Active,San Francisco,CA,94101,2026-01-01,71344,Salary,Exempt,Bi-Weekly,,P1,No Bonus,0,EEID00648
EMP00649,Finn,,Jones,Finn Jones,Sales Development Representative,Mid-Market Sales,Sales & Revenue,EMP00257,2024-10-31,finn.jones@theguild.com,1986-12-03,Non-Binary,Active,Boston,MA,02101,2026-01-01,63018,Salary,Exempt,Twice a Month,,P1,Annual Bonus,1890,EEID00649
EMP00650,Kevin,,Phillips,Kevin Phillips,Operations Analyst,Business Operations,Operations,EMP00246,2021-07-30,kevin.phillips@theguild.com,1978-04-11,Female,Active,Provo,UT,84601,2026-01-01,93613,Hourly,Non-Exempt,Monthly,,P2,Commission,9361,EEID00650
EMP00651,Daniel,,Lewis,Daniel Lewis,Software Engineer,IT,Engineering & Technology,EMP00009,2022-07-26,daniel.lewis@theguild.com,1987-02-22,,Active,Seattle,WA,98101,2026-01-01,117311,Hourly,Exempt,Twice a Month,,P2,Annual Bonus,9384,EEID00651
EMP00652,Luke,,Allen,Luke Allen,Senior Marketing Manager,Marketing Operations,Marketing,EMP00282,2023-06-21,luke.allen@theguild.com,1975-04-17,Non-Binary,Active,Boulder,CO,80301,2026-01-01,127357,Salary,Exempt,Twice a Month,,P3,Annual Bonus,6367,EEID00652
EMP00653,Violet,,Hernandez,Violet Hernandez,Senior Product Manager,Product Management,Product,EMP00608,2021-06-12,violet.hernandez@theguild.com,1997-07-05,Non-Binary,Active,Boston,MA,02101,2026-01-01,127441,Salary,Exempt,Monthly,,P3,Annual Bonus,6372,EEID00653
EMP00654,Isla,,Walker,Isla Walker,Software Engineer,Data Engineering,Engineering & Technology,EMP00193,2025-04-30,isla.walker@theguild.com,1993-09-13,Non-Binary,Active,Boston,MA,02101,2026-01-01,90249,Salary,Exempt,Bi-Weekly,,P2,Commission,18049,EEID00654
EMP00655,Hannah,,Walker,Hannah Walker,Senior Operations Analyst,Data Analytics & Insights,Operations,EMP00415,2018-08-15,hannah.walker@theguild.com,1993-05-03,Non-Binary,Active,Provo,UT,84601,2026-01-01,125666,Hourly,Exempt,Twice a Month,,P3,Annual Bonus,12566,EEID00655
EMP00656,Ezra,,Evans,Ezra Evans,Account Executive,Enterprise Sales,Sales & Revenue,EMP00363,2023-08-23,ezra.evans@theguild.com,1994-09-28,Non-Binary,Active,Phoenix,AZ,85001,2026-01-01,99319,Hourly,Non-Exempt,Bi-Weekly,,P2,Annual Bonus,14897,EEID00656
EMP00657,Sarah,,Thomas,Sarah Thomas,Staff Product Manager,UX Research,Product,EMP00445,2025-03-04,sarah.thomas@theguild.com,1990-05-16,Non-Binary,Active,Boise,ID,83701,2026-01-01,180075,Hourly,Exempt,Monthly,,P4,Annual Bonus,5402,EEID00657
EMP00658,Kai,,Morgan,Kai Morgan,Sales Development Representative,Mid-Market Sales,Sales & Revenue,EMP00152,2021-09-04,kai.morgan@theguild.com,2000-09-09,Non-Binary,Active,Provo,UT,84601,2026-01-01,82011,Salary,Exempt,Monthly,,P1,Commission,8201,EEID00658
EMP00659,Morgan,,Rodriguez,Morgan Rodriguez,Senior Operations Analyst,Business Operations,Operations,EMP00185,2025-08-07,morgan.rodriguez@theguild.com,1986-08-14,Non-Binary,Active,Chicago,IL,60601,2026-01-01,119077,Hourly,Exempt,Bi-Weekly,,P3,Annual Bonus,5953,EEID00659
EMP00660,Amanda,,Davis,Amanda Davis,Finance Manager,Payroll,G&A,EMP00496,2024-01-16,amanda.davis@theguild.com,1997-01-26,Non-Binary,Active,Provo,UT,84601,2026-01-01,138950,Hourly,Exempt,Monthly,,P4,Commission,27790,EEID00660
EMP00661,James,,Campbell,James Campbell,Junior Software Engineer,DevOps & Infrastructure,Engineering & Technology,EMP00429,2019-09-16,james.campbell@theguild.com,1989-10-27,Male,Active,Denver,CO,80201,2026-01-01,73806,Salary,Non-Exempt,Bi-Weekly,,P1,Commission,14761,EEID00661
EMP00662,Bryn,,Perez,Bryn Perez,Associate Director of Marketing,Sales Enablement,Marketing,EMP00367,2020-07-01,bryn.perez@theguild.com,1989-08-26,,Active,Chicago,IL,60601,2026-01-01,175874,Salary,Exempt,Twice a Month,,P4,Annual Bonus,14069,EEID00662
