Employee #,Name,Reports to 1,Reports to 2,Reports to 3,Reports to 4,Reports to 5,Reports to 6,Reports to 7,Reports to 1 Level,Reports to 2 Level,Reports to 3 Level,Reports to 4 Level,Reports to 5 Level,Reports to 6 Level,Reports to 7 Level,Director,E-1,First Executive,Executive,Skip Level Manager,Employee Status
EMP00501,Amanda Rogers,EMP00151,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00502,Noah Phillips,EMP00157,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00503,Leo Campbell,EMP00092,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00504,Samantha Ramirez,EMP00023,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00505,Avery Collins,EMP00344,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00506,Casey Thomas,EMP00341,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00507,Chris Roberts,EMP00366,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00508,Nicole Collins,EMP00345,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00509,David Collins,EMP00416,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00510,Andrew Turner,EMP00135,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Contractor
EMP00511,Ethan Allen,EMP00415,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00512,Emma Harris,EMP00353,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00513,Luke Jones,EMP00282,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00514,Quinn Morgan,EMP00010,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00010,,EMP00005,EMP00001,,Contractor
EMP00515,Olivia Sanchez,EMP00261,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00516,Ivy Walker,EMP00204,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00517,Matt Young,EMP00014,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00518,Nicole Thompson,EMP00306,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Terminated
EMP00519,Daniel Morgan,EMP00289,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00520,Violet Campbell,EMP00301,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00521,Owen Rogers,EMP00014,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00522,Wren Stewart,EMP00193,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00523,Stella Anderson,EMP00208,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00524,Bryn Harris,EMP00245,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00525,Ash Murphy,EMP00261,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Terminated
EMP00526,Cole Baker,EMP00185,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00527,Wren Campbell,EMP00362,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00528,Ivy Gonzalez,EMP00408,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00529,Ash Edwards,EMP00404,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00530,Aurora Hernandez,EMP00011,EMP00001,,,,,,Level 1,Level 2,,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00531,Matt Evans,EMP00010,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00010,,EMP00005,EMP00001,,Terminated
EMP00532,Drew Rivera,EMP00204,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00533,Rowan Lee,EMP00008,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00008,,EMP00005,EMP00001,,Terminated
EMP00534,Will Moore,EMP00306,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00535,Jordan Rodriguez,EMP00193,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00536,Hannah Perez,EMP00112,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00537,Olivia Lee,EMP00251,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00538,Zoe Gonzalez,EMP00152,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00539,Kevin Jones,EMP00088,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00540,Hannah Davis,EMP00408,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00541,Emma Gonzalez,EMP00014,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00542,Reid Miller,EMP00245,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00543,David Lopez,EMP00024,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00544,Hannah Rivera,EMP00008,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00545,Matt Evans,EMP00257,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00546,Sam Mitchell,EMP00355,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00547,Olivia Rivera,EMP00376,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00548,Ezra Torres,EMP00152,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00549,Nicole Jackson,EMP00014,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00550,Sam Martinez,EMP00437,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Terminated
EMP00551,Ella Collins,EMP00204,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00552,Finn Morgan,EMP00429,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00553,Chris Adams,EMP00008,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00554,Emma Torres,EMP00151,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00555,James Smith,EMP00011,EMP00001,,,,,,Level 1,Level 2,,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00556,Skyler Mitchell,EMP00250,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00557,Olivia Sanchez,EMP00416,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00558,Hazel Rivera,EMP00521,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00559,Olivia Edwards,EMP00185,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00560,Taylor Nguyen,EMP00342,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00561,Sarah Lewis,EMP00415,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00562,Ryan Ramirez,EMP00208,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00563,Kevin Morris,EMP00404,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00564,Avery Green,EMP00012,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00565,Emerson Brown,EMP00345,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00566,Violet Jones,EMP00055,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Terminated
EMP00567,Ivy Martin,EMP00014,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00568,Jade Rodriguez,EMP00008,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00008,,EMP00005,EMP00001,,Terminated
EMP00569,Kayla Stewart,EMP00008,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00570,Jake Wright,EMP00362,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00571,Owen Turner,EMP00564,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00572,Violet Morris,EMP00282,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00573,Noah Lopez,EMP00011,EMP00001,,,,,,Level 1,Level 2,,,,,,EMP00011,,EMP00001,EMP00001,,Terminated
EMP00574,Jade Harris,EMP00568,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00575,Olivia Garcia,EMP00271,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00576,Kai Robinson,EMP00008,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00577,Hannah Evans,EMP00171,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00578,Riley Scott,EMP00013,EMP00002,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00579,Tyler Wilson,EMP00151,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00580,Ryan White,EMP00341,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00581,Sarah Morgan,EMP00521,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00582,Nate Campbell,EMP00567,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00583,Owen Mitchell,EMP00012,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00584,Lauren Davis,EMP00408,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00585,Nora Roberts,EMP00088,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Part Time
EMP00586,Amanda Phillips,EMP00342,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00587,Ella Harris,EMP00282,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00588,Kai Anderson,EMP00282,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00589,Cole Morris,EMP00134,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00590,Olivia Phillips,EMP00342,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00591,David Morgan,EMP00578,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00592,Megan Baker,EMP00445,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00593,Ivy King,EMP00445,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00594,Ella Thomas,EMP00013,EMP00002,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00595,Sam Allen,EMP00009,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00596,Aria Lewis,EMP00134,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00597,Wren Wilson,EMP00363,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00598,Riley Hernandez,EMP00010,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00599,Finn Phillips,EMP00013,EMP00002,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00600,Megan Miller,EMP00567,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00601,Jason Torres,EMP00088,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00602,Michael Martinez,EMP00384,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00603,Brian Parker,EMP00439,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00604,Ryan King,EMP00467,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00605,Emma Davis,EMP00162,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00606,Luke Morgan,EMP00171,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00607,Luke Miller,EMP00245,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00608,Sage Wright,EMP00013,EMP00002,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00609,Skyler Carter,EMP00151,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00610,Will Allen,EMP00437,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00611,Sage Lewis,EMP00362,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00612,Jordan Gonzalez,EMP00363,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Terminated
EMP00613,Olivia Baker,EMP00437,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00614,Michael Clark,EMP00014,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00014,,EMP00003,EMP00001,,Leave of Absence
EMP00615,Nora Clark,EMP00014,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00616,Mia Robinson,EMP00012,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00617,Kayla Martin,EMP00289,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00618,Kai Taylor,EMP00415,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00619,Ben Wilson,EMP00010,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00620,Peyton Cook,EMP00437,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00621,Kai Collins,EMP00257,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00622,Finn Miller,EMP00162,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Terminated
EMP00623,Dylan Robinson,EMP00334,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00624,Ivy Hernandez,EMP00366,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00625,Miles Green,EMP00250,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00626,Riley Wilson,EMP00010,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00627,Michael Thompson,EMP00134,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00628,Will Ramirez,EMP00344,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00629,Mia Morgan,EMP00289,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00630,Mia Mitchell,EMP00010,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00631,Andrew Garcia,EMP00012,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00012,,EMP00005,EMP00001,,Contractor
EMP00632,Drew Phillips,EMP00306,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00633,Skyler Allen,EMP00408,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00634,Morgan Edwards,EMP00245,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00635,June Harris,EMP00429,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00636,Bryn Garcia,EMP00363,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00637,Luna Parker,EMP00134,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00638,Ryan Evans,EMP00282,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00639,Violet Parker,EMP00289,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00640,Owen Gonzalez,EMP00342,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00641,Ezra White,EMP00024,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Terminated
EMP00642,Hazel Allen,EMP00024,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00643,Kai Walker,EMP00496,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00644,Owen Carter,EMP00344,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00645,Aurora Roberts,EMP00245,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Terminated
EMP00646,Stephanie Campbell,EMP00014,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00647,Emerson Cook,EMP00614,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00648,Aria Wilson,EMP00416,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00649,Finn Jones,EMP00257,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00650,Kevin Phillips,EMP00246,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00651,Daniel Lewis,EMP00009,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00652,Luke Allen,EMP00282,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00653,Violet Hernandez,EMP00608,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00654,Isla Walker,EMP00193,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00655,Hannah Walker,EMP00415,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00656,Ezra Evans,EMP00363,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00657,Sarah Thomas,EMP00445,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00658,Kai Morgan,EMP00152,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00659,Morgan Rodriguez,EMP00185,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00660,Amanda Davis,EMP00496,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00661,James Campbell,EMP00429,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
